section_type,section_number,class_number,open_seats,total_seats,reserved,percent,timestamp
SEM,01,4377,0,18,No,100,"2021-07-20 20:07:22.554686"
Lecture,01,4205,0,30,No,100,"2021-07-20 20:07:22.554690"
Lecture,01,5459,0,12,No,100,"2021-07-20 20:07:22.554695"
Lecture,02,5460,0,12,No,100,"2021-07-20 20:07:22.554700"
SEM,01,6124,0,15,No,100,"2021-07-20 20:07:22.554705"
SEM,01,7855,0,18,No,100,"2021-07-20 20:07:22.554710"
SEM,01,8009,0,15,No,100,"2021-07-20 20:07:22.554714"
SEM,01,9755,11,18,No,38.8888888888889,"2021-07-20 20:07:22.554719"
SEM,01,6951,0,18,No,100,"2021-07-20 20:07:22.554723"
Lecture,01,9537,0,4,No,100,"2021-07-20 20:07:22.554729"
Lecture,01,7976,0,20,No,100,"2021-07-20 20:07:22.554734"
SEM,01,6459,11,18,No,38.8888888888889,"2021-07-20 20:07:22.554738"
Lecture,01,6016,0,20,No,100,"2021-07-20 20:07:22.554743"
Lecture,01,7858,4,20,No,80,"2021-07-20 20:07:22.554748"
Lecture,02,8198,8,45,No,82.2222222222222,"2021-07-20 20:07:22.554753"
Lecture,03,10105,12,18,No,33.3333333333333,"2021-07-20 20:07:22.554758"
SEM,01,7859,0,18,No,100,"2021-07-20 20:07:22.554763"
SEM,02,8201,12,18,No,33.3333333333333,"2021-07-20 20:07:22.554768"
SEM,03,9822,0,18,No,100,"2021-07-20 20:07:22.554772"
SEM,70,5768,2,12,No,83.3333333333333,"2021-07-20 20:07:22.554777"
SEM,80,5769,1,15,No,93.3333333333333,"2021-07-20 20:07:22.554782"
SEM,01,8206,9,14,No,35.7142857142857,"2021-07-20 20:07:22.554787"
Lecture,001,7839,27,45,No,40,"2021-07-20 20:07:22.554792"
Lecture,002,7840,2,42,No,95.2380952380952,"2021-07-20 20:07:22.554796"
Discussion,01D,7841,1,15,No,93.3333333333333,"2021-07-20 20:07:22.554801"
Discussion,02D,7842,11,15,No,26.6666666666667,"2021-07-20 20:07:22.554806"
Discussion,03D,7843,15,15,No,0,"2021-07-20 20:07:22.554811"
Discussion,04D,7844,0,14,No,100,"2021-07-20 20:07:22.554816"
Discussion,05D,7845,0,14,No,100,"2021-07-20 20:07:22.554820"
Discussion,06D,7846,2,14,No,85.7142857142857,"2021-07-20 20:07:22.554825"
Lecture,001,7847,22,42,No,47.6190476190476,"2021-07-20 20:07:22.554830"
Lecture,002,7848,0,42,No,100,"2021-07-20 20:07:22.554835"
Discussion,01D,7849,7,14,No,50,"2021-07-20 20:07:22.554839"
Discussion,02D,7850,7,14,No,50,"2021-07-20 20:07:22.554844"
Discussion,03D,7851,8,14,No,42.8571428571429,"2021-07-20 20:07:22.554848"
Discussion,04D,7852,0,15,No,100,"2021-07-20 20:07:22.554853"
Discussion,05D,7853,0,15,No,100,"2021-07-20 20:07:22.554858"
Discussion,06D,7854,0,15,No,100,"2021-07-20 20:07:22.554862"
Lecture,001,7911,24,42,No,42.8571428571429,"2021-07-20 20:07:22.554867"
Lecture,002,7912,0,35,No,100,"2021-07-20 20:07:22.554872"
Discussion,01D,7913,7,15,No,53.3333333333333,"2021-07-20 20:07:22.554877"
Discussion,03D,7915,5,15,No,66.6666666666667,"2021-07-20 20:07:22.554881"
Discussion,04D,7916,0,17,No,100,"2021-07-20 20:07:22.554886"
Discussion,05D,7917,8,17,No,52.9411764705882,"2021-07-20 20:07:22.554891"
Discussion,06D,7918,7,15,No,53.3333333333333,"2021-07-20 20:07:22.554895"
Lecture,01,7964,0,50,No,100,"2021-07-20 20:07:22.554901"
Lecture,02,7965,0,42,No,100,"2021-07-20 20:07:22.554907"
Lecture,01,10697,10,10,No,0,"2021-07-20 20:07:22.554911"
SEM,01,6382,5,18,No,72.2222222222222,"2021-07-20 20:07:22.554916"
Lecture,01,8005,24,40,No,40,"2021-07-20 20:07:22.554921"
SEM,01,7380,0,15,No,100,"2021-07-20 20:07:22.554926"
Lecture,01,5814,0,35,No,100,"2021-07-20 20:07:22.554930"
Lecture,01,5791,10,20,No,50,"2021-07-20 20:07:22.554935"
SEM,01,7006,0,18,No,100,"2021-07-20 20:07:22.554940"
SEM,01,4181,0,18,No,100,"2021-07-20 20:07:22.554945"
SEM,01,8891,0,16,No,100,"2021-07-20 20:07:22.554949"
SEM,01,5770,0,12,No,100,"2021-07-20 20:07:22.554956"
SEM,01,5774,0,12,No,100,"2021-07-20 20:07:22.554963"
SEM,01,5777,0,12,No,100,"2021-07-20 20:07:22.554969"
Lecture,01,5779,0,25,No,100,"2021-07-20 20:07:22.554974"
SEM,01,6653,0,12,No,100,"2021-07-20 20:07:22.554979"
SEM,01,4957,0,18,No,100,"2021-07-20 20:07:22.554984"
Lecture,01,4612,0,16,No,100,"2021-07-20 20:07:22.554988"
Lecture,02,4613,0,16,No,100,"2021-07-20 20:07:22.554993"
SEM,01,6668,0,14,No,100,"2021-07-20 20:07:22.554998"
SEM,01,5793,0,6,No,100,"2021-07-20 20:07:22.555003"
SEM,01,7365,0,15,No,100,"2021-07-20 20:07:22.555009"
Lecture,01,5785,4,15,No,73.3333333333333,"2021-07-20 20:07:22.555014"
SEM,01,7958,0,18,No,100,"2021-07-20 20:07:22.555018"
SEM,01,6602,2,18,No,88.8888888888889,"2021-07-20 20:07:22.555023"
Lecture,01,9716,14,25,No,44,"2021-07-20 20:07:22.555028"
Lecture,01,8011,0,20,No,100,"2021-07-20 20:07:22.555033"
Lecture,01,9550,1,10,No,90,"2021-07-20 20:07:22.555038"
SEM,01,7860,10,18,No,44.4444444444444,"2021-07-20 20:07:22.555042"
SEM,02,7861,13,18,No,27.7777777777778,"2021-07-20 20:07:22.555047"
SEM,03,7862,15,18,No,16.6666666666667,"2021-07-20 20:07:22.555052"
SEM,04,7863,16,18,No,11.1111111111111,"2021-07-20 20:07:22.555057"
SEM,05,10513,9,10,No,10,"2021-07-20 20:07:22.555062"
SEM,01,6927,0,18,No,100,"2021-07-20 20:21:13.662506"
SEM,04,7281,0,18,No,100,"2021-07-20 20:21:13.662526"
Lecture,01,7421,12,40,No,70,"2021-07-20 20:21:13.662532"
SEM,01,4199,5,18,No,72.2222222222222,"2021-07-20 20:21:13.662538"
Lecture,01,7021,0,100,No,100,"2021-07-20 20:21:13.662544"
Lecture,001,7820,2,165,No,98.7878787878788,"2021-07-20 20:21:13.662549"
Discussion,01D,7821,0,17,No,100,"2021-07-20 20:21:13.662555"
Discussion,02D,7822,0,17,No,100,"2021-07-20 20:21:13.662560"
Discussion,03D,7823,1,17,No,94.1176470588235,"2021-07-20 20:21:13.662565"
Discussion,04D,7824,0,17,No,100,"2021-07-20 20:21:13.662570"
Discussion,05D,7825,0,17,No,100,"2021-07-20 20:21:13.662574"
Discussion,06D,7826,0,17,No,100,"2021-07-20 20:21:13.662580"
Discussion,07D,7827,1,16,No,93.75,"2021-07-20 20:21:13.662585"
Discussion,08D,7828,0,16,No,100,"2021-07-20 20:21:13.662589"
Discussion,09D,7829,0,16,No,100,"2021-07-20 20:21:13.662594"
Discussion,10D,7830,0,15,No,100,"2021-07-20 20:21:13.662599"
Lecture,01,6996,0,35,No,100,"2021-07-20 20:21:13.662604"
Lecture,01,7909,0,45,No,100,"2021-07-20 20:21:13.662609"
Lecture,001,6398,6,75,No,92,"2021-07-20 20:21:13.662614"
Discussion,02D,6399,0,15,No,100,"2021-07-20 20:21:13.662619"
Discussion,03D,6400,0,15,No,100,"2021-07-20 20:21:13.662623"
Discussion,04D,6401,0,15,No,100,"2021-07-20 20:21:13.662628"
Discussion,05D,6402,0,15,No,100,"2021-07-20 20:21:13.662633"
Discussion,06D,10749,6,15,No,60,"2021-07-20 20:21:13.662637"
SEM,01,6637,0,12,No,100,"2021-07-20 20:21:13.662642"
SEM,01,7287,0,18,No,100,"2021-07-20 20:21:13.662647"
SEM,01,4985,0,18,No,100,"2021-07-20 20:21:13.662652"
SEM,01,4683,0,18,No,100,"2021-07-20 20:21:13.662657"
SEM,01,7295,0,18,No,100,"2021-07-20 20:21:13.662662"
SEM,01,8017,0,18,No,100,"2021-07-20 20:21:13.662667"
SEM,02,7948,0,18,No,100,"2021-07-20 20:21:13.662672"
SEM,03,7282,0,18,No,100,"2021-07-20 20:21:13.662677"
SEM,01,8123,0,18,No,100,"2021-07-20 20:21:13.662682"
SEM,01,8127,0,18,No,100,"2021-07-20 20:21:13.662687"
Lecture,01,7314,0,30,No,100,"2021-07-20 20:21:13.662692"
Lecture,01,7320,27,50,No,46,"2021-07-20 20:21:13.662697"
SEM,01,6672,0,15,No,100,"2021-07-20 20:21:13.662702"
SEM,01,4327,0,18,No,100,"2021-07-20 20:21:13.662707"
SEM,01,6929,0,18,No,100,"2021-07-20 20:21:13.662712"
SEM,01,4377,0,18,No,100,"2021-07-20 20:21:13.662717"
Lecture,01,4205,0,30,No,100,"2021-07-20 20:21:13.662721"
Lecture,01,5459,0,12,No,100,"2021-07-20 20:21:13.662726"
Lecture,02,5460,0,12,No,100,"2021-07-20 20:21:13.662731"
SEM,01,6124,0,15,No,100,"2021-07-20 20:21:13.662736"
SEM,01,7855,0,18,No,100,"2021-07-20 20:21:13.662741"
SEM,01,8009,0,15,No,100,"2021-07-20 20:21:13.662746"
SEM,01,9755,11,18,No,38.8888888888889,"2021-07-20 20:21:13.662751"
SEM,01,6951,0,18,No,100,"2021-07-20 20:21:13.662756"
Lecture,01,9537,0,4,No,100,"2021-07-20 20:21:13.662761"
Lecture,01,7976,0,20,No,100,"2021-07-20 20:21:13.662766"
SEM,01,6459,11,18,No,38.8888888888889,"2021-07-20 20:21:13.662771"
Lecture,01,6016,0,20,No,100,"2021-07-20 20:21:13.662775"
Lecture,01,7858,4,20,No,80,"2021-07-20 20:21:13.662780"
Lecture,02,8198,8,45,No,82.2222222222222,"2021-07-20 20:21:13.662785"
Lecture,03,10105,12,18,No,33.3333333333333,"2021-07-20 20:21:13.662790"
SEM,01,7859,0,18,No,100,"2021-07-20 20:21:13.662794"
SEM,02,8201,12,18,No,33.3333333333333,"2021-07-20 20:21:13.662799"
SEM,03,9822,0,18,No,100,"2021-07-20 20:21:13.662804"
SEM,70,5768,2,12,No,83.3333333333333,"2021-07-20 20:21:13.662809"
SEM,80,5769,1,15,No,93.3333333333333,"2021-07-20 20:21:13.662814"
SEM,01,8206,9,14,No,35.7142857142857,"2021-07-20 20:21:13.662819"
Lecture,001,7839,27,45,No,40,"2021-07-20 20:21:13.662824"
Lecture,002,7840,2,42,No,95.2380952380952,"2021-07-20 20:21:13.662828"
Discussion,01D,7841,1,15,No,93.3333333333333,"2021-07-20 20:21:13.662833"
Discussion,02D,7842,11,15,No,26.6666666666667,"2021-07-20 20:21:13.662838"
Discussion,03D,7843,15,15,No,0,"2021-07-20 20:21:13.662843"
Discussion,04D,7844,0,14,No,100,"2021-07-20 20:21:13.662847"
Discussion,05D,7845,0,14,No,100,"2021-07-20 20:21:13.662852"
Discussion,06D,7846,2,14,No,85.7142857142857,"2021-07-20 20:21:13.662857"
Lecture,001,7847,22,42,No,47.6190476190476,"2021-07-20 20:21:13.662861"
Lecture,002,7848,0,42,No,100,"2021-07-20 20:21:13.662866"
Discussion,01D,7849,7,14,No,50,"2021-07-20 20:21:13.662871"
Discussion,02D,7850,7,14,No,50,"2021-07-20 20:21:13.662876"
Discussion,03D,7851,8,14,No,42.8571428571429,"2021-07-20 20:21:13.662880"
Discussion,04D,7852,0,15,No,100,"2021-07-20 20:21:13.662885"
Discussion,05D,7853,0,15,No,100,"2021-07-20 20:21:13.662890"
Discussion,06D,7854,0,15,No,100,"2021-07-20 20:21:13.662894"
Lecture,001,7911,24,42,No,42.8571428571429,"2021-07-20 20:21:13.662899"
Lecture,002,7912,0,35,No,100,"2021-07-20 20:21:13.662904"
Discussion,01D,7913,7,15,No,53.3333333333333,"2021-07-20 20:21:13.662908"
Discussion,03D,7915,5,15,No,66.6666666666667,"2021-07-20 20:21:13.662913"
Discussion,04D,7916,0,17,No,100,"2021-07-20 20:21:13.662917"
Discussion,05D,7917,8,17,No,52.9411764705882,"2021-07-20 20:21:13.662922"
Discussion,06D,7918,7,15,No,53.3333333333333,"2021-07-20 20:21:13.662927"
Lecture,01,7964,0,50,No,100,"2021-07-20 20:21:13.662932"
Lecture,02,7965,0,42,No,100,"2021-07-20 20:21:13.662938"
Lecture,01,10697,10,10,No,0,"2021-07-20 20:21:13.662943"
SEM,01,6382,5,18,No,72.2222222222222,"2021-07-20 20:21:13.662947"
Lecture,01,8005,24,40,No,40,"2021-07-20 20:21:13.662952"
SEM,01,7380,0,15,No,100,"2021-07-20 20:21:13.662956"
Lecture,01,5814,0,35,No,100,"2021-07-20 20:21:13.662961"
Lecture,01,5791,10,20,No,50,"2021-07-20 20:21:13.662967"
SEM,01,7006,0,18,No,100,"2021-07-20 20:21:13.662972"
SEM,01,4181,0,18,No,100,"2021-07-20 20:21:13.662977"
SEM,01,8891,0,16,No,100,"2021-07-20 20:21:13.662981"
SEM,01,5770,0,12,No,100,"2021-07-20 20:21:13.662986"
SEM,01,5774,0,12,No,100,"2021-07-20 20:21:13.662991"
SEM,01,5777,0,12,No,100,"2021-07-20 20:21:13.662996"
Lecture,01,5779,0,25,No,100,"2021-07-20 20:21:13.663001"
SEM,01,6653,0,12,No,100,"2021-07-20 20:21:13.663005"
SEM,01,4957,0,18,No,100,"2021-07-20 20:21:13.663010"
Lecture,01,4612,0,16,No,100,"2021-07-20 20:21:13.663015"
Lecture,02,4613,0,16,No,100,"2021-07-20 20:21:13.663019"
SEM,01,6668,0,14,No,100,"2021-07-20 20:21:13.663024"
SEM,01,5793,0,6,No,100,"2021-07-20 20:21:13.663029"
SEM,01,7365,0,15,No,100,"2021-07-20 20:21:13.663033"
Lecture,01,5785,4,15,No,73.3333333333333,"2021-07-20 20:21:13.663038"
SEM,01,7958,0,18,No,100,"2021-07-20 20:21:13.663042"
SEM,01,6602,2,18,No,88.8888888888889,"2021-07-20 20:21:13.663047"
Lecture,01,9716,14,25,No,44,"2021-07-20 20:21:13.663052"
Lecture,01,8011,0,20,No,100,"2021-07-20 20:21:13.663057"
Lecture,01,9550,1,10,No,90,"2021-07-20 20:21:13.663062"
SEM,01,7860,10,18,No,44.4444444444444,"2021-07-20 20:21:13.663067"
SEM,02,7861,13,18,No,27.7777777777778,"2021-07-20 20:21:13.663072"
SEM,03,7862,15,18,No,16.6666666666667,"2021-07-20 20:21:13.663076"
SEM,04,7863,16,18,No,11.1111111111111,"2021-07-20 20:21:13.663081"
SEM,05,10513,9,10,No,10,"2021-07-20 20:21:13.663086"
SEM,01,10679,1,18,No,94.4444444444444,"2021-07-20 20:07:25.499058"
Lecture,001,4518,8,150,No,94.6666666666667,"2021-07-20 20:07:25.499103"
Discussion,01D,4519,0,25,No,100,"2021-07-20 20:07:25.499110"
Discussion,02D,4520,0,25,No,100,"2021-07-20 20:07:25.499115"
Discussion,03D,4521,0,25,No,100,"2021-07-20 20:07:25.499121"
Discussion,04D,4522,0,25,No,100,"2021-07-20 20:07:25.499125"
Discussion,05D,4523,7,25,No,72,"2021-07-20 20:07:25.499131"
Discussion,06D,4524,1,25,No,96,"2021-07-20 20:07:25.499136"
Lecture,01,4990,1,49,No,97.9591836734694,"2021-07-20 20:07:25.499141"
SEM,01,4375,0,18,No,100,"2021-07-20 20:07:25.499147"
SEM,01,4992,0,18,No,100,"2021-07-20 20:07:25.499152"
IND,01,1065,0,1,No,100,"2021-07-20 20:07:25.499158"
IND,02,1066,1,1,No,0,"2021-07-20 20:07:25.499162"
IND,03,1067,1,1,No,0,"2021-07-20 20:07:25.499167"
IND,04,1068,1,1,No,0,"2021-07-20 20:07:25.499171"
IND,05,1069,1,1,No,0,"2021-07-20 20:07:25.499177"
IND,06,1070,1,1,No,0,"2021-07-20 20:07:25.499181"
IND,07,1071,1,1,No,0,"2021-07-20 20:07:25.499185"
IND,08,1072,1,1,No,0,"2021-07-20 20:07:25.499190"
IND,09,1073,1,1,No,0,"2021-07-20 20:07:25.499195"
IND,10,1074,1,1,No,0,"2021-07-20 20:07:25.499199"
IND,11,1075,1,1,No,0,"2021-07-20 20:07:25.499204"
IND,12,1076,1,1,No,0,"2021-07-20 20:07:25.499208"
IND,13,1077,1,1,No,0,"2021-07-20 20:07:25.499213"
IND,14,1078,1,1,No,0,"2021-07-20 20:07:25.499218"
IND,15,1079,1,1,No,0,"2021-07-20 20:07:25.499222"
IND,16,1080,1,1,No,0,"2021-07-20 20:07:25.499227"
IND,17,1081,1,1,No,0,"2021-07-20 20:07:25.499231"
IND,18,1082,1,1,No,0,"2021-07-20 20:07:25.499235"
IND,19,1083,1,1,No,0,"2021-07-20 20:07:25.499240"
IND,20,1084,1,1,No,0,"2021-07-20 20:07:25.499244"
SEM,01,4984,0,18,No,100,"2021-07-20 20:07:25.499249"
Lecture,01,4540,35,45,No,22.2222222222222,"2021-07-20 20:07:25.499254"
Lecture,001,4597,0,80,No,100,"2021-07-20 20:07:25.499259"
Discussion,01D,4598,0,20,No,100,"2021-07-20 20:07:25.499263"
Discussion,02D,4599,0,20,No,100,"2021-07-20 20:07:25.499268"
Discussion,03D,8798,0,17,No,100,"2021-07-20 20:07:25.499273"
Discussion,04D,8800,0,19,No,100,"2021-07-20 20:07:25.499278"
Lecture,001,4971,24,75,No,68,"2021-07-20 20:07:25.499283"
Discussion,01D,4972,11,40,No,72.5,"2021-07-20 20:07:25.499288"
Discussion,02D,4973,13,35,No,62.8571428571429,"2021-07-20 20:07:25.499292"
Lecture,01,4467,0,35,No,100,"2021-07-20 20:07:25.499297"
Lecture,01,4976,0,30,No,100,"2021-07-20 20:07:25.499302"
Lecture,01,5963,0,31,No,100,"2021-07-20 20:07:25.499306"
Lecture,01,4579,35,130,No,73.0769230769231,"2021-07-20 20:07:25.499312"
SEM,01,4987,0,18,No,100,"2021-07-20 20:07:25.499317"
Lecture,001,6172,4,20,No,80,"2021-07-20 20:07:25.499321"
Laboratory,01L,6173,4,20,No,80,"2021-07-20 20:07:25.499326"
SEM,01,4583,9,18,No,50,"2021-07-20 20:07:25.499332"
Lecture,01,5584,0,14,No,100,"2021-07-20 20:07:25.499337"
Lecture,01,4577,3,35,No,91.4285714285714,"2021-07-20 20:07:25.499362"
Lecture,01,4980,0,40,No,100,"2021-07-20 20:07:25.499367"
Laboratory,01L,4974,1,20,No,95,"2021-07-20 20:07:25.499372"
Laboratory,01,9533,6,8,No,25,"2021-07-20 20:07:25.499378"
Laboratory,02,10480,1,2,No,50,"2021-07-20 20:07:25.499383"
Lecture,001,4572,16,16,No,0,"2021-07-20 20:07:25.499387"
Laboratory,01L,4573,16,16,No,0,"2021-07-20 20:07:25.499392"
Lecture,001,4549,0,16,No,100,"2021-07-20 20:07:25.499398"
Laboratory,01L,4550,0,16,No,100,"2021-07-20 20:07:25.499403"
SEM,001,5958,1,13,No,92.3076923076923,"2021-07-20 20:07:25.499408"
Laboratory,01L,5959,1,13,No,92.3076923076923,"2021-07-20 20:07:25.499413"
IND,01,1085,1,1,No,0,"2021-07-20 20:07:25.499417"
IND,02,1086,1,1,No,0,"2021-07-20 20:07:25.499422"
IND,03,1087,1,1,No,0,"2021-07-20 20:07:25.499427"
IND,04,1088,1,1,No,0,"2021-07-20 20:07:25.499432"
IND,05,1089,1,1,No,0,"2021-07-20 20:07:25.499436"
IND,06,1090,1,1,No,0,"2021-07-20 20:07:25.499441"
IND,07,1091,1,1,No,0,"2021-07-20 20:07:25.499445"
IND,08,1092,1,1,No,0,"2021-07-20 20:07:25.499450"
IND,09,1093,1,1,No,0,"2021-07-20 20:07:25.499454"
IND,10,1094,1,1,No,0,"2021-07-20 20:07:25.499458"
IND,01,1095,1,1,No,0,"2021-07-20 20:07:25.499463"
IND,02,1096,1,1,No,0,"2021-07-20 20:07:25.499469"
IND,03,1097,1,1,No,0,"2021-07-20 20:07:25.499476"
IND,04,1098,1,1,No,0,"2021-07-20 20:07:25.499481"
IND,05,1099,1,1,No,0,"2021-07-20 20:07:25.499485"
SEM,01,5948,0,18,No,100,"2021-07-20 20:07:25.499490"
SEM,01,4544,-2,16,No,112.5,"2021-07-20 20:07:25.499495"
SEM,01,4565,14,18,No,22.2222222222222,"2021-07-20 20:07:25.499500"
IND,01,1140,1,1,No,0,"2021-07-20 20:07:25.499507"
IND,02,1141,1,1,No,0,"2021-07-20 20:07:25.499514"
IND,03,1142,1,1,No,0,"2021-07-20 20:07:25.499521"
IND,04,1143,1,1,No,0,"2021-07-20 20:07:25.499527"
IND,05,1144,1,1,No,0,"2021-07-20 20:07:25.499531"
IND,06,1145,1,1,No,0,"2021-07-20 20:07:25.499536"
IND,07,1146,1,1,No,0,"2021-07-20 20:07:25.499564"
IND,08,1147,1,1,No,0,"2021-07-20 20:07:25.499573"
IND,09,1148,1,1,No,0,"2021-07-20 20:07:25.499578"
IND,10,1149,1,1,No,0,"2021-07-20 20:07:25.499582"
IND,11,1150,1,1,No,0,"2021-07-20 20:07:25.499587"
IND,12,1151,1,1,No,0,"2021-07-20 20:07:25.499591"
IND,13,1152,1,1,No,0,"2021-07-20 20:07:25.499596"
IND,14,1153,1,1,No,0,"2021-07-20 20:07:25.499600"
IND,15,1154,1,1,No,0,"2021-07-20 20:07:25.499605"
IND,16,1155,1,1,No,0,"2021-07-20 20:07:25.499609"
IND,17,1156,1,1,No,0,"2021-07-20 20:07:25.499614"
IND,18,1157,1,1,No,0,"2021-07-20 20:07:25.499618"
IND,19,1158,1,1,No,0,"2021-07-20 20:07:25.499623"
IND,20,1159,1,1,No,0,"2021-07-20 20:07:25.499627"
IND,21,1160,1,1,No,0,"2021-07-20 20:07:25.499632"
IND,22,1161,1,1,No,0,"2021-07-20 20:07:25.499636"
IND,23,1162,1,1,No,0,"2021-07-20 20:07:25.499641"
IND,24,1163,1,1,No,0,"2021-07-20 20:07:25.499645"
IND,25,1164,1,1,No,0,"2021-07-20 20:07:25.499650"
IND,26,1165,1,1,No,0,"2021-07-20 20:07:25.499654"
IND,27,1166,1,1,No,0,"2021-07-20 20:07:25.499658"
IND,28,1167,1,1,No,0,"2021-07-20 20:07:25.499663"
IND,29,1168,1,1,No,0,"2021-07-20 20:07:25.499667"
IND,30,1169,1,1,No,0,"2021-07-20 20:07:25.499671"
IND,31,1170,1,1,No,0,"2021-07-20 20:07:25.499676"
IND,32,1171,1,1,No,0,"2021-07-20 20:07:25.499681"
IND,33,1172,1,1,No,0,"2021-07-20 20:07:25.499685"
IND,34,1173,1,1,No,0,"2021-07-20 20:07:25.499690"
IND,35,1174,1,1,No,0,"2021-07-20 20:07:25.499695"
IND,36,1175,1,1,No,0,"2021-07-20 20:07:25.499699"
IND,37,1176,1,1,No,0,"2021-07-20 20:07:25.499704"
IND,38,1177,1,1,No,0,"2021-07-20 20:07:25.499708"
IND,39,1178,1,1,No,0,"2021-07-20 20:07:25.499712"
IND,40,1179,1,1,No,0,"2021-07-20 20:07:25.499717"
IND,41,1180,1,1,No,0,"2021-07-20 20:07:25.499721"
IND,42,1181,1,1,No,0,"2021-07-20 20:07:25.499726"
IND,43,1182,1,1,No,0,"2021-07-20 20:07:25.499730"
IND,44,1183,1,1,No,0,"2021-07-20 20:07:25.499735"
IND,45,1184,1,1,No,0,"2021-07-20 20:07:25.499739"
IND,46,1185,1,1,No,0,"2021-07-20 20:07:25.499744"
IND,47,1186,1,1,No,0,"2021-07-20 20:07:25.499748"
IND,48,1187,1,1,No,0,"2021-07-20 20:07:25.499753"
IND,49,1188,1,1,No,0,"2021-07-20 20:07:25.499757"
IND,50,1189,1,1,No,0,"2021-07-20 20:07:25.499762"
IND,01,1100,0,1,No,100,"2021-07-20 20:07:25.499767"
IND,02,1101,0,1,No,100,"2021-07-20 20:07:25.499771"
IND,03,1102,1,1,No,0,"2021-07-20 20:07:25.499776"
IND,04,1103,1,1,No,0,"2021-07-20 20:07:25.499781"
IND,05,1104,1,1,No,0,"2021-07-20 20:07:25.499785"
IND,06,1105,1,1,No,0,"2021-07-20 20:07:25.499789"
IND,07,1106,1,1,No,0,"2021-07-20 20:07:25.499794"
IND,08,1107,1,1,No,0,"2021-07-20 20:07:25.499798"
IND,09,1108,1,1,No,0,"2021-07-20 20:07:25.499803"
IND,10,1109,1,1,No,0,"2021-07-20 20:07:25.499807"
IND,11,1110,1,1,No,0,"2021-07-20 20:07:25.499811"
IND,12,1111,1,1,No,0,"2021-07-20 20:07:25.499816"
IND,13,1112,1,1,No,0,"2021-07-20 20:07:25.499821"
IND,14,1113,1,1,No,0,"2021-07-20 20:07:25.499825"
IND,15,1114,1,1,No,0,"2021-07-20 20:07:25.499830"
IND,16,1115,1,1,No,0,"2021-07-20 20:07:25.499834"
IND,17,1116,1,1,No,0,"2021-07-20 20:07:25.499838"
IND,18,1117,1,1,No,0,"2021-07-20 20:07:25.499843"
IND,19,1118,1,1,No,0,"2021-07-20 20:07:25.499847"
IND,20,1119,1,1,No,0,"2021-07-20 20:07:25.499852"
IND,21,1120,1,1,No,0,"2021-07-20 20:07:25.499857"
IND,22,1121,1,1,No,0,"2021-07-20 20:07:25.499861"
IND,23,1122,1,1,No,0,"2021-07-20 20:07:25.499866"
IND,24,1123,1,1,No,0,"2021-07-20 20:07:25.499870"
IND,25,1124,1,1,No,0,"2021-07-20 20:07:25.499875"
IND,26,1125,1,1,No,0,"2021-07-20 20:07:25.499879"
IND,27,1126,1,1,No,0,"2021-07-20 20:07:25.499884"
IND,28,1127,1,1,No,0,"2021-07-20 20:07:25.499889"
IND,29,1128,1,1,No,0,"2021-07-20 20:07:25.499893"
IND,30,1129,1,1,No,0,"2021-07-20 20:07:25.499898"
IND,31,1130,1,1,No,0,"2021-07-20 20:07:25.499903"
IND,32,1131,1,1,No,0,"2021-07-20 20:07:25.499907"
IND,33,1132,1,1,No,0,"2021-07-20 20:07:25.499912"
IND,34,1133,1,1,No,0,"2021-07-20 20:07:25.499916"
IND,35,1134,1,1,No,0,"2021-07-20 20:07:25.499921"
IND,36,1135,1,1,No,0,"2021-07-20 20:07:25.499925"
IND,37,1136,1,1,No,0,"2021-07-20 20:07:25.499929"
IND,38,1137,1,1,No,0,"2021-07-20 20:07:25.499934"
IND,39,1138,1,1,No,0,"2021-07-20 20:07:25.499939"
IND,40,1139,1,1,No,0,"2021-07-20 20:07:25.499944"
IND,01,1190,0,1,No,100,"2021-07-20 20:07:25.499949"
IND,02,1191,1,1,No,0,"2021-07-20 20:07:25.499953"
IND,03,1192,1,1,No,0,"2021-07-20 20:07:25.499958"
IND,04,1193,1,1,No,0,"2021-07-20 20:07:25.499963"
IND,05,1194,1,1,No,0,"2021-07-20 20:07:25.499968"
IND,06,1195,1,1,No,0,"2021-07-20 20:07:25.499972"
IND,07,1196,1,1,No,0,"2021-07-20 20:07:25.499977"
IND,08,1197,1,1,No,0,"2021-07-20 20:07:25.499982"
IND,09,1198,1,1,No,0,"2021-07-20 20:07:25.499987"
IND,10,1199,1,1,No,0,"2021-07-20 20:07:25.499992"
IND,11,1200,1,1,No,0,"2021-07-20 20:07:25.499996"
IND,12,1201,1,1,No,0,"2021-07-20 20:07:25.500001"
IND,13,1202,1,1,No,0,"2021-07-20 20:07:25.500006"
IND,14,1203,1,1,No,0,"2021-07-20 20:07:25.500010"
IND,15,1204,1,1,No,0,"2021-07-20 20:07:25.500014"
IND,16,1205,1,1,No,0,"2021-07-20 20:07:25.500019"
IND,17,1206,1,1,No,0,"2021-07-20 20:07:25.500023"
IND,18,1207,1,1,No,0,"2021-07-20 20:07:25.500028"
IND,19,1208,1,1,No,0,"2021-07-20 20:07:25.500033"
IND,20,1209,1,1,No,0,"2021-07-20 20:07:25.500037"
IND,01,1210,1,1,No,0,"2021-07-20 20:07:25.500041"
