course_name,catalog_num,topic,course_number
Data Analysis and Statistical Inference,STA 101L,-,6285
Data Analysis and Statistical Inference,STA 101L,-,6286
Focus Program - Introductory Special Topics in Statistics,STA 110FS,-,6295
Introduction to Global Health Data Science,STA 198L,-,6337
Introduction to Global Health Data Science,STA 198L,-,6338
Introduction to Global Health Data Science,STA 198L,-,6339
Introduction to Global Health Data Science,STA 198L,-,6340
Introduction to Data Science and Statistical Thinking,STA 199L,-,6312
Introduction to Data Science and Statistical Thinking,STA 199L,-,6313
Introduction to Data Science and Statistical Thinking,STA 199L,-,6314
Introduction to Data Science and Statistical Thinking,STA 199L,-,6315
Introduction to Data Science and Statistical Thinking,STA 199L,-,6316
Introduction to Data Science and Statistical Thinking,STA 199L,-,6317
Introduction to Data Science and Statistical Thinking,STA 199L,-,6318
Introduction to Data Science and Statistical Thinking,STA 199L,-,6319
Introduction to Data Science and Statistical Thinking,STA 199L,-,6320
Introduction to Data Science and Statistical Thinking,STA 199L,-,6321
Introduction to Data Science and Statistical Thinking,STA 199L,-,6322
Introduction to Data Science and Statistical Thinking,STA 199L,-,6323
Regression Analysis,STA 210L,-,6287
Regression Analysis,STA 210L,-,6288
Regression Analysis,STA 210L,-,6289
Regression Analysis,STA 210L,-,6290
The Mathematics of Regression,STA 211,-,6345
Probability,STA 230,-,4754
Probability,STA 230,-,4755
Probability,STA 230,-,4756
Probability,STA 230,-,4757
Probability,STA 230,-,4758
Advanced Introduction to Probability,STA 231,-,4840
"Probability for Statistical Inference, Modeling, and Data Analysis",STA 240L,-,6327
"Probability for Statistical Inference, Modeling, and Data Analysis",STA 240L,-,6328
Advanced Data Visualization,STA 313L,-,6347
Advanced Data Visualization,STA 313L,-,6348
Machine Learning and Data Mining,STA 325L,-,6309
Machine Learning and Data Mining,STA 325L,-,6310
Machine Learning and Data Mining,STA 325L,-,6311
Bayesian Inference and Modern Statistical Methods,STA 360L,-,6292
Bayesian Inference and Modern Statistical Methods,STA 360L,-,6293
Bayesian Inference and Modern Statistical Methods,STA 360L,-,6294
Theory and Methods of Statistical Learning and Inference,STA 432,-,6333
Case Studies in the Practice of Statistics,STA 440L,-,6304
Case Studies in the Practice of Statistics,STA 440L,-,6305
Introduction to High Dimensional Data Analysis,STA 465,-,4845
Introduction to Statistical Consulting,STA 470S,-,6291
Data Analysis and Statistical Inference,STA 101L,-,6279
Data Analysis and Statistical Inference,STA 101L,-,6280
Data Analysis and Statistical Inference,STA 101L,-,6281
Data Analysis and Statistical Inference,STA 101L,-,6282
Data Analysis and Statistical Inference,STA 101L,-,6283
Data Analysis and Statistical Inference,STA 101L,-,6284
Data Analysis and Statistical Inference,STA 101L,-,6285
Data Analysis and Statistical Inference,STA 101L,-,6286
Focus Program - Introductory Special Topics in Statistics,STA 110FS,-,6295
Introduction to Global Health Data Science,STA 198L,-,6337
Introduction to Global Health Data Science,STA 198L,-,6338
Introduction to Global Health Data Science,STA 198L,-,6339
Introduction to Global Health Data Science,STA 198L,-,6340
Introduction to Data Science and Statistical Thinking,STA 199L,-,6312
Introduction to Data Science and Statistical Thinking,STA 199L,-,6313
Introduction to Data Science and Statistical Thinking,STA 199L,-,6314
Introduction to Data Science and Statistical Thinking,STA 199L,-,6315
Introduction to Data Science and Statistical Thinking,STA 199L,-,6316
Introduction to Data Science and Statistical Thinking,STA 199L,-,6317
Introduction to Data Science and Statistical Thinking,STA 199L,-,6318
Introduction to Data Science and Statistical Thinking,STA 199L,-,6319
Introduction to Data Science and Statistical Thinking,STA 199L,-,6320
Introduction to Data Science and Statistical Thinking,STA 199L,-,6321
Introduction to Data Science and Statistical Thinking,STA 199L,-,6322
Introduction to Data Science and Statistical Thinking,STA 199L,-,6323
Regression Analysis,STA 210L,-,6287
Regression Analysis,STA 210L,-,6288
Regression Analysis,STA 210L,-,6289
Regression Analysis,STA 210L,-,6290
The Mathematics of Regression,STA 211,-,6345
Probability,STA 230,-,4754
Probability,STA 230,-,4755
Probability,STA 230,-,4756
Probability,STA 230,-,4757
Probability,STA 230,-,4758
Advanced Introduction to Probability,STA 231,-,4840
"Probability for Statistical Inference, Modeling, and Data Analysis",STA 240L,-,6327
"Probability for Statistical Inference, Modeling, and Data Analysis",STA 240L,-,6328
Advanced Data Visualization,STA 313L,-,6347
Advanced Data Visualization,STA 313L,-,6348
Machine Learning and Data Mining,STA 325L,-,6309
Machine Learning and Data Mining,STA 325L,-,6310
Machine Learning and Data Mining,STA 325L,-,6311
Bayesian Inference and Modern Statistical Methods,STA 360L,-,6292
Bayesian Inference and Modern Statistical Methods,STA 360L,-,6293
Bayesian Inference and Modern Statistical Methods,STA 360L,-,6294
Theory and Methods of Statistical Learning and Inference,STA 432,-,6333
Case Studies in the Practice of Statistics,STA 440L,-,6304
Case Studies in the Practice of Statistics,STA 440L,-,6305
Introduction to High Dimensional Data Analysis,STA 465,-,4845
Introduction to Statistical Consulting,STA 470S,-,6291
The Documentary Experience: A Video Approach,POLSCI 105S,-,6636
Introduction to African Studies (DS3 or DS4),POLSCI 108,-,7327
Comparative Approaches to Global Issues,POLSCI 110,-,8687
The Challenges of Living an Ethical Life,POLSCI 120,-,7307
"Introduction to Global Development: Politics, Policy and Practice",POLSCI 125D,-,8680
"Introduction to Global Development: Politics, Policy and Practice",POLSCI 125D,-,10652
Introduction to Political Economy,POLSCI 145,-,6447
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6393
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6394
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6395
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6396
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6397
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,10748
Liberty and Equality: Ancient and Modern Perspectives,POLSCI 170FS,-,5148
Human Rights and World Politics,POLSCI 176FS,-,7286
Women and Gender in the Middle East,POLSCI 186,-,6594
Games and Culture: Gateway to the Study of Games,POLSCI 186FS,-,6632
Introduction to Machine Learning and Legislative Behavior,POLSCI 189FS,-,6471
Freedom and Moral Obligation,POLSCI 195FS,-,4472
Introduction to Racial and Ethnic Minorities in American Politics,POLSCI 205,-,6440
Introduction to Engaged Citizenship and Social Change (Gateway Course),POLSCI 213,-,7315
Discovering Game Theory: Social Complexity and Strategic Interdependence,POLSCI 217,-,6477
Institutions and Self Governance,POLSCI 229,-,6469
Nuclear Weapons: US Foreign Policy and the Challenges of Global Proliferation,POLSCI 233,-,6464
Comparative Urban Politics and Policymaking,POLSCI 235S,-,6458
Advanced Research Seminar in Urban Politics and Policymaking,POLSCI 236S,-,6455
"Racial Attitudes, Racial Prejudice, and Racial Politics",POLSCI 238,-,6466
Christian Ethics and Modern Society,POLSCI 253,-,7310
The US Intelligence Enterprise,POLSCI 254S,-,8010
Politics and Literature,POLSCI 268,-,6403
"Left, Right, and Center: Competing Political Ideals",POLSCI 275,-,6426
Sophomore/Junior Independent Study Political Theory,POLSCI 291-1,-,1981
Sophomore/Junior Independent Study Political Theory,POLSCI 291-1,-,1982
Sophomore/Junior Independent Study Political Theory,POLSCI 291-1,-,6446
Sophomore/Junior Independent Study Political Institutions,POLSCI 291-2,-,1983
Sophomore/Junior Independent Study Political Institutions,POLSCI 291-2,-,1984
Sophomore/Junior Independent Study Security Peace and Conflict,POLSCI 291-3,-,1985
Sophomore/Junior Independent Study Security Peace and Conflict,POLSCI 291-3,-,1986
Sophomore/Junior Independent Study Political Behavior and Identities,POLSCI 291-4,-,1987
Sophomore/Junior Independent Study Political Behavior and Identities,POLSCI 291-4,-,1988
Sophomore/Junior Independent Study Political Methodology,POLSCI 291-5,-,1989
Sophomore/Junior Independent Study Political Methodology,POLSCI 291-5,-,1990
Sophomore/Junior Independent Study Political Economy,POLSCI 291-6,-,1991
Sophomore/Junior Independent Study Political Economy,POLSCI 291-6,-,1992
Illiberal Nondemocracies: Focus on Eastern Europe and Asia,POLSCI 301S,-,6381
Political Analysis for Public Policy-Making,POLSCI 310,-,7831
Political Analysis for Public Policy-Making,POLSCI 310,-,7832
Political Analysis for Public Policy-Making,POLSCI 310,-,7833
Political Analysis for Public Policy-Making,POLSCI 310,-,7834
not found,NA,NA,7835
Political Analysis for Public Policy-Making,POLSCI 310,-,7836
Political Analysis for Public Policy-Making,POLSCI 310,-,7837
Political Analysis for Public Policy-Making,POLSCI 310,-,7838
Global Corruption,POLSCI 317,-,8681
Congress and the President,POLSCI 318,-,6410
US Comparative State Politics,POLSCI 319S,-,6411
Introduction to Middle East Politics,POLSCI 322,-,6405
The Economic and Political Performance of Civilizations,POLSCI 327S,-,6110
Statecraft and Strategy,POLSCI 328,-,8007
Games and Politics,POLSCI 332,-,6406
"Economic, Political, and Social Institutions",POLSCI 335S,-,6463
Apartheid South Africa and Struggles for Democracy,POLSCI 337S,-,7381
Political Economy of South East Asia,POLSCI 338,-,6465
International Security,POLSCI 362,-,6404
News as a Moral Battleground,POLSCI 375,-,5784
Ancient Athenian Law,POLSCI 380,-,5167
Inequality in Western Political Thought,POLSCI 384,-,6472
Special Topics in Political Institutions,POLSCI 390-2,DEVELOPMENTAL STATE S. AFRICA,7329
Senior Independent Study in Political Theory,POLSCI 391-1,-,1993
Senior Independent Study in Political Theory,POLSCI 391-1,-,1994
Senior Independent Study in Political Institutions,POLSCI 391-2,-,1995
Senior Independent Study in Political Institutions,POLSCI 391-2,-,1996
"Senior Independent Study in Security, Peace and Conflict",POLSCI 391-3,-,1997
"Senior Independent Study in Security, Peace and Conflict",POLSCI 391-3,-,1998
Senior Independent Study in Political Behavior and Identities,POLSCI 391-4,-,1999
Senior Independent Study in Political Behavior and Identities,POLSCI 391-4,-,2000
Senior Independent Study in Political Methodology,POLSCI 391-5,-,2001
Senior Independent Study in Political Methodology,POLSCI 391-5,-,2002
Senior Independent Study in Political Economy,POLSCI 391-6,-,2003
Senior Independent Study in Political Economy,POLSCI 391-6,-,2004
Sophomore/Junior Research Independent Study Political Theory,POLSCI 393-1,-,2005
Sophomore/Junior Research Independent Study Political Theory,POLSCI 393-1,-,2006
Sophomore/Junior Research Independent Study Political Institutions,POLSCI 393-2,-,2007
Sophomore/Junior Research Independent Study Political Institutions,POLSCI 393-2,-,2008
Sophomore/Junior Research Independent Study Security Peace and Conflict,POLSCI 393-3,-,2009
Sophomore/Junior Research Independent Study Security Peace and Conflict,POLSCI 393-3,-,2010
Sophomore/Junior Research Independent Study Political Behavior and Identities,POLSCI 393-4,-,2011
Sophomore/Junior Research Independent Study Political Behavior and Identities,POLSCI 393-4,-,2012
Sophomore/Junior Research Independent Study Political Methodology,POLSCI 393-5,-,2013
Sophomore/Junior Research Independent Study Political Methodology,POLSCI 393-5,-,2014
Sophomore/Junior Research Independent Study Political Economy,POLSCI 393-6,-,2015
Sophomore/Junior Research Independent Study Political Economy,POLSCI 393-6,-,2016
"Special Topics: America and the World, 1898 to the Present",POLSCI 396,-,6480
South African Life Histories,POLSCI 406S,-,7363
Constitutionalism and Crisis: From Catalina's Conspiracy to Covid,POLSCI 421,-,6482
Global Inequality Research,POLSCI 425,-,8014
World in Your Hand,POLSCI 427S,-,6475
International Conflict Resolution,POLSCI 428S,-,6452
"Chinese Media and Popular Culture: Politics, Ideology, and Social Change",POLSCI 435S,-,6612
"Politics, Philosophy, and Economics Capstone",POLSCI 449,-,6407
Wealth and Poverty of Nations: Prosperity and Distribution in the Long Run,POLSCI 468S,-,6451
Senior Research Independent Study Political Theory,POLSCI 493-1,-,2017
Senior Research Independent Study Political Theory,POLSCI 493-1,-,2018
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2019
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2020
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2021
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2022
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2023
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2024
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2025
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2026
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2027
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2028
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2029
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2030
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2031
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2032
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2033
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2034
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2035
Senior Research Independent Study in Political Behavior and Identities,POLSCI 493-4,-,2036
Senior Research Independent Study in Political Behavior and Identities,POLSCI 493-4,-,2037
Senior Research Independent Study in Political Behavior and Identities,POLSCI 493-4,-,2045
Senior Research Independent Study in Political Methodology,POLSCI 493-5,-,2043
Senior Research Independent Study in Political Methodology,POLSCI 493-5,-,2044
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2038
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2039
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2040
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2041
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2042
The Documentary Experience: A Video Approach,POLSCI 105S,-,6636
Introduction to African Studies (DS3 or DS4),POLSCI 108,-,7327
Comparative Approaches to Global Issues,POLSCI 110,-,8687
The Challenges of Living an Ethical Life,POLSCI 120,-,7307
"Introduction to Global Development: Politics, Policy and Practice",POLSCI 125D,-,8680
"Introduction to Global Development: Politics, Policy and Practice",POLSCI 125D,-,10652
Introduction to Political Economy,POLSCI 145,-,6447
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6393
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6394
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6395
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6396
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,6397
"Introduction to Security, Peace and Conflict",POLSCI 160D,-,10748
Liberty and Equality: Ancient and Modern Perspectives,POLSCI 170FS,-,5148
Human Rights and World Politics,POLSCI 176FS,-,7286
Women and Gender in the Middle East,POLSCI 186,-,6594
Games and Culture: Gateway to the Study of Games,POLSCI 186FS,-,6632
Introduction to Machine Learning and Legislative Behavior,POLSCI 189FS,-,6471
Freedom and Moral Obligation,POLSCI 195FS,-,4472
Introduction to Racial and Ethnic Minorities in American Politics,POLSCI 205,-,6440
Introduction to Engaged Citizenship and Social Change (Gateway Course),POLSCI 213,-,7315
Discovering Game Theory: Social Complexity and Strategic Interdependence,POLSCI 217,-,6477
Institutions and Self Governance,POLSCI 229,-,6469
Nuclear Weapons: US Foreign Policy and the Challenges of Global Proliferation,POLSCI 233,-,6464
Comparative Urban Politics and Policymaking,POLSCI 235S,-,6458
Advanced Research Seminar in Urban Politics and Policymaking,POLSCI 236S,-,6455
"Racial Attitudes, Racial Prejudice, and Racial Politics",POLSCI 238,-,6466
Christian Ethics and Modern Society,POLSCI 253,-,7310
The US Intelligence Enterprise,POLSCI 254S,-,8010
Politics and Literature,POLSCI 268,-,6403
"Left, Right, and Center: Competing Political Ideals",POLSCI 275,-,6426
Sophomore/Junior Independent Study Political Theory,POLSCI 291-1,-,1981
Sophomore/Junior Independent Study Political Theory,POLSCI 291-1,-,1982
Sophomore/Junior Independent Study Political Theory,POLSCI 291-1,-,6446
Sophomore/Junior Independent Study Political Institutions,POLSCI 291-2,-,1983
Sophomore/Junior Independent Study Political Institutions,POLSCI 291-2,-,1984
Sophomore/Junior Independent Study Security Peace and Conflict,POLSCI 291-3,-,1985
Sophomore/Junior Independent Study Security Peace and Conflict,POLSCI 291-3,-,1986
Sophomore/Junior Independent Study Political Behavior and Identities,POLSCI 291-4,-,1987
Sophomore/Junior Independent Study Political Behavior and Identities,POLSCI 291-4,-,1988
Sophomore/Junior Independent Study Political Methodology,POLSCI 291-5,-,1989
Sophomore/Junior Independent Study Political Methodology,POLSCI 291-5,-,1990
Sophomore/Junior Independent Study Political Economy,POLSCI 291-6,-,1991
Sophomore/Junior Independent Study Political Economy,POLSCI 291-6,-,1992
Illiberal Nondemocracies: Focus on Eastern Europe and Asia,POLSCI 301S,-,6381
Political Analysis for Public Policy-Making,POLSCI 310,-,7831
Political Analysis for Public Policy-Making,POLSCI 310,-,7832
Political Analysis for Public Policy-Making,POLSCI 310,-,7833
Political Analysis for Public Policy-Making,POLSCI 310,-,7834
not found,NA,NA,7835
Political Analysis for Public Policy-Making,POLSCI 310,-,7836
Political Analysis for Public Policy-Making,POLSCI 310,-,7837
Political Analysis for Public Policy-Making,POLSCI 310,-,7838
Global Corruption,POLSCI 317,-,8681
Congress and the President,POLSCI 318,-,6410
US Comparative State Politics,POLSCI 319S,-,6411
Introduction to Middle East Politics,POLSCI 322,-,6405
The Economic and Political Performance of Civilizations,POLSCI 327S,-,6110
Statecraft and Strategy,POLSCI 328,-,8007
Games and Politics,POLSCI 332,-,6406
"Economic, Political, and Social Institutions",POLSCI 335S,-,6463
Apartheid South Africa and Struggles for Democracy,POLSCI 337S,-,7381
Political Economy of South East Asia,POLSCI 338,-,6465
International Security,POLSCI 362,-,6404
News as a Moral Battleground,POLSCI 375,-,5784
Ancient Athenian Law,POLSCI 380,-,5167
Inequality in Western Political Thought,POLSCI 384,-,6472
Special Topics in Political Institutions,POLSCI 390-2,DEVELOPMENTAL STATE S. AFRICA,7329
Senior Independent Study in Political Theory,POLSCI 391-1,-,1993
Senior Independent Study in Political Theory,POLSCI 391-1,-,1994
Senior Independent Study in Political Institutions,POLSCI 391-2,-,1995
Senior Independent Study in Political Institutions,POLSCI 391-2,-,1996
"Senior Independent Study in Security, Peace and Conflict",POLSCI 391-3,-,1997
"Senior Independent Study in Security, Peace and Conflict",POLSCI 391-3,-,1998
Senior Independent Study in Political Behavior and Identities,POLSCI 391-4,-,1999
Senior Independent Study in Political Behavior and Identities,POLSCI 391-4,-,2000
Senior Independent Study in Political Methodology,POLSCI 391-5,-,2001
Senior Independent Study in Political Methodology,POLSCI 391-5,-,2002
Senior Independent Study in Political Economy,POLSCI 391-6,-,2003
Senior Independent Study in Political Economy,POLSCI 391-6,-,2004
Sophomore/Junior Research Independent Study Political Theory,POLSCI 393-1,-,2005
Sophomore/Junior Research Independent Study Political Theory,POLSCI 393-1,-,2006
Sophomore/Junior Research Independent Study Political Institutions,POLSCI 393-2,-,2007
Sophomore/Junior Research Independent Study Political Institutions,POLSCI 393-2,-,2008
Sophomore/Junior Research Independent Study Security Peace and Conflict,POLSCI 393-3,-,2009
Sophomore/Junior Research Independent Study Security Peace and Conflict,POLSCI 393-3,-,2010
Sophomore/Junior Research Independent Study Political Behavior and Identities,POLSCI 393-4,-,2011
Sophomore/Junior Research Independent Study Political Behavior and Identities,POLSCI 393-4,-,2012
Sophomore/Junior Research Independent Study Political Methodology,POLSCI 393-5,-,2013
Sophomore/Junior Research Independent Study Political Methodology,POLSCI 393-5,-,2014
Sophomore/Junior Research Independent Study Political Economy,POLSCI 393-6,-,2015
Sophomore/Junior Research Independent Study Political Economy,POLSCI 393-6,-,2016
"Special Topics: America and the World, 1898 to the Present",POLSCI 396,-,6480
South African Life Histories,POLSCI 406S,-,7363
Constitutionalism and Crisis: From Catalina's Conspiracy to Covid,POLSCI 421,-,6482
Global Inequality Research,POLSCI 425,-,8014
World in Your Hand,POLSCI 427S,-,6475
International Conflict Resolution,POLSCI 428S,-,6452
"Chinese Media and Popular Culture: Politics, Ideology, and Social Change",POLSCI 435S,-,6612
"Politics, Philosophy, and Economics Capstone",POLSCI 449,-,6407
Wealth and Poverty of Nations: Prosperity and Distribution in the Long Run,POLSCI 468S,-,6451
Senior Research Independent Study Political Theory,POLSCI 493-1,-,2017
Senior Research Independent Study Political Theory,POLSCI 493-1,-,2018
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2019
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2020
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2021
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2022
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2023
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2024
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2025
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2026
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2027
Senior Research Independent Study Political Institutions,POLSCI 493-2,-,2028
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2029
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2030
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2031
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2032
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2033
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2034
"Senior Research Independent Study in Security, Peace and Conflict",POLSCI 493-3,-,2035
Senior Research Independent Study in Political Behavior and Identities,POLSCI 493-4,-,2036
Senior Research Independent Study in Political Behavior and Identities,POLSCI 493-4,-,2037
Senior Research Independent Study in Political Behavior and Identities,POLSCI 493-4,-,2045
Senior Research Independent Study in Political Methodology,POLSCI 493-5,-,2043
Senior Research Independent Study in Political Methodology,POLSCI 493-5,-,2044
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2038
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2039
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2040
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2041
Senior Research Independent Study in Political Methodology,POLSCI 493-6,-,2042
Elementary Portuguese I,PORTUGUE 101,-,5649
Intermediate Portuguese,PORTUGUE 203,-,5693
Advanced Colloquial Portuguese,PORTUGUE 301S,-,5692
Perspectives on the Amazon,PORTUGUE 341S,-,5752
Perspectives on the Amazon Preceptorial,PORTUGUE 341SP,-,5756
Research Independent Study,PORTUGUE 393,-,2135
Research Independent Study,PORTUGUE 393,-,2136
Topics in Lusophone Literature and Culture,PORTUGUE 490S,BLACK BRAZIL: RACE/NATION/CULT,5716
Research Independent Study,PORTUGUE 493,-,2137
Elementary Portuguese I,PORTUGUE 101,-,5649
Intermediate Portuguese,PORTUGUE 203,-,5693
Advanced Colloquial Portuguese,PORTUGUE 301S,-,5692
Perspectives on the Amazon,PORTUGUE 341S,-,5752
Perspectives on the Amazon Preceptorial,PORTUGUE 341SP,-,5756
Research Independent Study,PORTUGUE 393,-,2135
Research Independent Study,PORTUGUE 393,-,2136
Topics in Lusophone Literature and Culture,PORTUGUE 490S,BLACK BRAZIL: RACE/NATION/CULT,5716
Research Independent Study,PORTUGUE 493,-,2137
First-Year Seminar: Special Topics,WRITING 89S,INFORMATION LITERACY IN 21ST C,4674
Academic Writing,WRITING 101,DISABILITY AND DEMOCRACY,4616
Academic Writing,WRITING 101,DISABILITY AND DEMOCRACY,4617
Academic Writing,WRITING 101,BODIES IN CULTURE,4618
Academic Writing,WRITING 101,DISNEY'S HAPPILY EVER AFTER,4619
Academic Writing,WRITING 101,DISNEY'S HAPPILY EVER AFTER,4620
Academic Writing,WRITING 101,IT'S A BUG'S WORLD,4621
Academic Writing,WRITING 101,IT'S A BUG'S WORLD,4622
Academic Writing,WRITING 101,COMING OF AGE & HAPPINESS,4623
Academic Writing,WRITING 101,COMING OF AGE & HAPPINESS,4624
Academic Writing,WRITING 101,COMING OF AGE & HAPPINESS,4625
Academic Writing,WRITING 101,LAST NIGHT A DJ SAVED MY LIFE,4626
Academic Writing,WRITING 101,LAST NIGHT A DJ SAVED MY LIFE,4627
Academic Writing,WRITING 101,LAST NIGHT A DJ SAVED MY LIFE,4628
Academic Writing,WRITING 101,BOOK. ART. OBJECT.,4629
Academic Writing,WRITING 101,BOOK. ART. OBJECT.,4630
Academic Writing,WRITING 101,BACKSTAGE SCIENCE,4631
Academic Writing,WRITING 101,BACKSTAGE SCIENCE,4632
Academic Writing,WRITING 101,THE LABOR OF SPORT,4633
Academic Writing,WRITING 101,THE LABOR OF SPORT,4634
Academic Writing,WRITING 101,POST-APOCALYPTIC FICTION,4635
Academic Writing,WRITING 101,POST-APOCALYPTIC FICTION,4636
Academic Writing,WRITING 101,FATAL ASSISTANCE,4637
Academic Writing,WRITING 101,FATAL ASSISTANCE,4638
Academic Writing,WRITING 101,CRIMINOLOGY-FEMINISM ACTIVISM,4639
Academic Writing,WRITING 101,ASIAN AMERICAN NARRATIVES,4640
Academic Writing,WRITING 101,ASIAN AMERICAN NARRATIVES,4641
Academic Writing,WRITING 101,LIBERATION ECOLOGIES,4642
Academic Writing,WRITING 101,LIBERATION ECOLOGIES,4643
Academic Writing,WRITING 101,LATINX LIT AND CULTURE,4644
Academic Writing,WRITING 101,LATINX LIT AND CULTURE,4645
Academic Writing,WRITING 101,LATINX LIT AND CULTURE,4646
Academic Writing,WRITING 101,DOC TALES:MED NARRS IN HISTORY,4647
Academic Writing,WRITING 101,DOC TALES:MED NARRS IN HISTORY,4648
Academic Writing,WRITING 101,PRIMATE PLAY AND GROWING UP,4649
Academic Writing,WRITING 101,PREVENTING PANDEMICS,4650
Academic Writing,WRITING 101,PREVENTING PANDEMICS,4651
Academic Writing,WRITING 101,PREVENTING PANDEMICS,4652
Academic Writing,WRITING 101,ARCHAEOLOGY OF DURHAM,4654
Academic Writing,WRITING 101,ARCHAEOLOGY OF DURHAM,4655
Academic Writing,WRITING 101,PRIMATE PLAY AND GROWING UP,4656
Academic Writing,WRITING 101,DOC TALES:MED NARRS IN HISTORY,4657
Academic Writing,WRITING 101,"ART, PERFORMANCE, & DISABILITY",4658
Academic Writing,WRITING 101,"ART, PERFORMANCE, & DISABILITY",4659
Academic Writing,WRITING 101,THE ETHICS OF ART,4660
Academic Writing,WRITING 101,THE ETHICS OF ART,4661
Academic Writing,WRITING 101,DOLLY PARTON FOR PRESIDENT?,4662
Academic Writing,WRITING 101,DOLLY PARTON FOR PRESIDENT?,4663
Academic Writing,WRITING 101,DOLLY PARTON FOR PRESIDENT?,4664
not found,NA,NA,4665
not found,NA,NA,4666
Academic Writing,WRITING 101,BIOPHILIC CITIES,4667
Academic Writing,WRITING 101,BIOPHILIC CITIES,4668
Academic Writing,WRITING 101,WRITING ON MOVEMENT,4669
Academic Writing,WRITING 101,HOW DOES LANGUAGE MEAN?,4670
Academic Writing,WRITING 101,FREAK SHOW IN LIT & CULTURE,4671
Academic Writing,WRITING 101,ASIAN AMERICAN NARRATIVES,10631
"Literacy, Writing, Tutoring",WRITING 255S,-,4673
Reflective Writing and the Internship/Work Experience,WRITING 271,-,4138
Reflective Writing and the Internship/Work Experience,WRITING 271,-,4139
Reflective Writing and the Internship/Work Experience,WRITING 271,-,4140
Reflective Writing and the Internship/Work Experience,WRITING 271,-,10193
Cyber Connections: Communication in the Digital Age,WRITING 275S,WRITING IN CLIMATE CRISIS,4676
Public Speaking: Policy Advocacy and Communication,WRITING 384,-,4614
Public Speaking: Policy Advocacy and Communication,WRITING 384,-,4615
Advanced Special Topics: Writing in the Disciplines,WRITING 390S,"RACE, DISABILITY, & ETHICS",4675
First-Year Seminar: Special Topics,WRITING 89S,INFORMATION LITERACY IN 21ST C,4674
Academic Writing,WRITING 101,DISABILITY AND DEMOCRACY,4616
Academic Writing,WRITING 101,DISABILITY AND DEMOCRACY,4617
Academic Writing,WRITING 101,BODIES IN CULTURE,4618
Academic Writing,WRITING 101,DISNEY'S HAPPILY EVER AFTER,4619
